item_name,saurce,ingredients,ingredients
Chicken Burrito,  Roasted Chili Corn Salsa  Medium ," Tomatillo Red Chili Salsa  Hot  ,  Black Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce  ",1
Chicken Burrito,  Roasted Chili Corn Salsa  Medium ," Tomatillo Red Chili Salsa  Hot  ,  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito,  Roasted Chili Corn Salsa  Medium ," Tomatillo Red Chili Salsa  Hot  ,  Cheese, Lettuce  ",1
Chicken Burrito,  Tomatillo Green Chili Salsa  Medium ," Roasted Chili Corn Salsa  Medium  ,  Black Beans, Rice, Cheese  ",1
Chicken Burrito,  Tomatillo Green Chili Salsa  Medium ," Roasted Chili Corn Salsa  Medium  ,  Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito,  Tomatillo Green Chili Salsa  Medium ," Roasted Chili Corn Salsa  Medium , Tomatillo Red Chili Salsa  Hot  ,  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito,  Tomatillo Green Chili Salsa  Medium ," Tomatillo Red Chili Salsa  Hot  ,  Black Beans, Rice, Cheese, Sour Cream, Guacamole  ",1
Chicken Burrito,  Tomatillo Green Chili Salsa  Medium ," Tomatillo Red Chili Salsa  Hot  ,  Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito,  Tomatillo Red Chili Salsa  Hot ," Fresh Tomato Salsa  Mild  ,  Rice, Black Beans, Cheese, Lettuce  ",1
Chicken Burrito,  Tomatillo Red Chili Salsa  Hot ," Tomatillo Green Chili Salsa  Medium  ,  Rice, Black Beans, Cheese, Lettuce  ",1
Chicken Burrito,  Tomatillo Red Chili Salsa  Hot ," Tomatillo Green Chili Salsa  Medium  ,  Rice, Pinto Beans, Cheese, Lettuce  ",1
Chicken Burrito, Fresh Tomato  Mild ,"  Black Beans, Rice, Sour Cream, Cheese  ",1
Chicken Burrito, Fresh Tomato  Mild ,"  Guacamole, Lettuce, Rice, Fajita Veggies, Cheese  ",1
Chicken Burrito, Fresh Tomato  Mild ,"  Guacamole, Lettuce, Rice, Fajita Veggies, Sour Cream, Cheese  ",1
Chicken Burrito, Fresh Tomato  Mild ,"  Guacamole, Rice, Fajita Veggies, Sour Cream, Cheese  ",1
Chicken Burrito, Fresh Tomato  Mild ,"  Guacamole, Rice, Sour Cream, Cheese  ",1
Chicken Burrito, Fresh Tomato  Mild ,"  Lettuce, Rice, Fajita Veggies, Sour Cream, Cheese  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",16
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Sour Cream  ",13
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",12
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Lettuce  ",10
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Cheese, Sour Cream, Lettuce  ",10
Chicken Burrito, Fresh Tomato Salsa, Rice ,9
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Cheese, Lettuce  ",8
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Guacamole, Lettuce  ",7
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",6
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice  ",5
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese  ",5
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Cheese, Sour Cream  ",5
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",4
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese  ",3
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Sour Cream, Lettuce  ",3
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans  ",3
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole  ",3
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Sour Cream, Cheese, Lettuce  ",3
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Cheese, Sour Cream, Guacamole  ",3
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream  ",3
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Lettuce  ",3
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Sour Cream, Cheese, Guacamole  ",3
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Sour Cream, Cheese, Lettuce, Guacamole  ",3
Chicken Burrito, Fresh Tomato Salsa,"  Cheese, Sour Cream, Lettuce  ",2
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce  ",2
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce  ",2
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Guacamole  ",2
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Sour Cream  ",2
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Sour Cream, Lettuce  ",2
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole  ",2
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Guacamole, Cheese, Sour Cream  ",2
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese, Guacamole, Lettuce  ",2
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Chicken Burrito, Fresh Tomato Salsa,"  Black Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Black Beans, Cheese, Sour Cream  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Cheese, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Cheese, Rice, Black Beans, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Cheese, Sour Cream  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Cheese, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Pinto Beans, Cheese, Guacamole  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Cheese, Guacamole  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Fajita Vegetables, Sour Cream, Cheese, Guacamole  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Guacamole, Cheese, Rice, Sour Cream, Fajita Vegetables, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Guacamole, Lettuce, Sour Cream, Fajita Vegetables, Cheese, Rice  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Lettuce, Guacamole, Rice, Cheese, Fajita Vegetables, Sour Cream  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Lettuce, Rice, Black Beans, Cheese  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Pinto Beans, Cheese, Sour Cream  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Cheese, Lettuce, Guacamole  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Lettuce, Cheese  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Sour Cream, Cheese, Guacamole  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Cheese  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Cheese, Guacamole, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Fajita Vegetables  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Guacamole  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Pinto Beans, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Sour Cream, Cheese  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Sour Cream, Cheese, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Rice, Sour Cream, Guacamole  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Sour Cream, Cheese, Guacamole, Rice  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Sour Cream, Cheese, Lettuce, Guacamole  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Sour Cream, Cheese, Pinto Beans, Rice  ",1
Chicken Burrito, Fresh Tomato Salsa,"  Sour Cream, Cheese, Rice, Black Beans  ",1
Chicken Burrito, Fresh Tomato Salsa, Cheese ,1
Chicken Burrito, Fresh Tomato Salsa ,Origin,2
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Cheese, Sour Cream, Lettuce  ",8
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Sour Cream, Guacamole  ",3
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Rice, Cheese, Sour Cream, Lettuce  ",3
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Rice, Cheese, Sour Cream, Lettuce  ",3
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",2
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Cheese, Lettuce  ",2
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Rice, Cheese, Lettuce  ",2
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",2
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Rice, Fajita Veggies, Lettuce  ",2
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Cheese  ",1
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Cheese, Sour Cream  ",1
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Cheese, Sour Cream, Guacamole  ",1
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Black Beans, Rice, Fajita Veggies, Cheese  ",1
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Fajita Veggies, Guacamole, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Pinto Beans, Rice, Sour Cream  ",1
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Rice, Black Beans, Fajita Veggies, Cheese, Guacamole, Lettuce  ",1
Chicken Burrito, Fresh Tomato Salsa  Mild ,"  Rice, Fajita Veggies, Cheese, Lettuce  ",1
Chicken Burrito, Rice ,Origin,1
Chicken Burrito, Roasted Chili Corn  Medium ,"  Lettuce, Black Beans, Rice, Sour Cream, Cheese  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce  ",3
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Black Beans  ",3
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese  ",3
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Lettuce, Guacamole  ",3
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",3
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Black Beans, Sour Cream, Cheese, Lettuce  ",3
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Cheese, Sour Cream, Lettuce  ",3
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice  ",2
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce  ",2
Chicken Burrito, Roasted Chili Corn Salsa,"  Guacamole, Lettuce, Rice, Fajita Vegetables, Sour Cream  ",2
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Black Beans, Guacamole  ",2
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Guacamole  ",2
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Sour Cream, Cheese, Guacamole  ",2
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Pinto Beans, Sour Cream, Cheese  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Guacamole  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Cheese, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Pinto Beans, Guacamole, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Fajita Vegetables, Rice, Sour Cream, Guacamole  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Guacamole, Sour Cream, Rice, Fajita Vegetables, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Pinto Beans, Cheese, Sour Cream  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Black Beans, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Black Beans, Sour Cream, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Fajita Vegetables  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Fajita Vegetables, Cheese  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Cheese  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Cheese, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa,"  Rice, Pinto Beans, Sour Cream, Cheese, Guacamole  ",1
Chicken Burrito, Roasted Chili Corn Salsa, Fajita Vegetables ,1
Chicken Burrito, Roasted Chili Corn Salsa ,Origin,1
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Rice, Cheese, Sour Cream  ",4
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",4
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Rice, Fajita Veggies, Cheese  ",3
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Rice, Cheese, Sour Cream, Lettuce  ",2
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Rice, Cheese, Lettuce  ",2
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Fajita Veggies, Cheese, Sour Cream, Guacamole  ",1
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Black Beans, Rice, Cheese, Guacamole, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Pinto Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Pinto Beans, Rice, Fajita Veggies, Sour Cream, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Rice, Black Beans, Sour Cream, Guacamole  ",1
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Rice, Cheese, Sour Cream  ",1
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Rice, Fajita Veggies, Cheese, Sour Cream  ",1
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito, Roasted Chili Corn Salsa  Medium ,"  Sour Cream, Cheese, Black Beans, Rice  ",1
Chicken Burrito, Tomatillo Green Chili  Medium ,"  Lettuce, Black Beans, Rice, Sour Cream, Cheese  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Pinto Beans, Cheese, Lettuce  ",4
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream  ",3
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",3
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese  ",2
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Pinto Beans, Sour Cream, Cheese, Lettuce  ",2
Chicken Burrito, Tomatillo Green Chili Salsa,"  Black Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Cheese, Lettuce, Pinto Beans, Rice  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Cheese, Lettuce, Rice, Pinto Beans  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Black Beans, Sour Cream, Cheese  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Fajita Vegetables, Sour Cream  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese, Guacamole  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream, Guacamole  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Sour Cream, Cheese  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Black Beans, Sour Cream, Cheese, Guacamole  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Cheese, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Fajita Vegetables, Sour Cream  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Pinto Beans, Black Beans, Sour Cream, Cheese, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa,"  Rice, Sour Cream, Cheese, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa, Guacamole ,1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Pinto Beans, Rice, Cheese, Sour Cream  ",7
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Rice, Cheese, Guacamole  ",2
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Black Beans, Rice, Cheese, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Black Beans, Rice, Cheese, Sour Cream, Guacamole  ",1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Black Beans, Rice, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Black Beans, Rice, Fajita Veggies, Sour Cream  ",1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Cheese, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Pinto Beans, Cheese, Sour Cream  ",1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Rice, Cheese, Sour Cream, Guacamole  ",1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Rice, Fajita Veggies, Cheese, Sour Cream  ",1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium ,"  Rice, Fajita Veggies, Lettuce  ",1
Chicken Burrito, Tomatillo Green Chili Salsa  Medium , Lettuce ,1
Chicken Burrito, Tomatillo Red Chili  Hot ,"  Lettuce, Rice, Cheese  ",1
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese  ",9
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Cheese, Sour Cream  ",5
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Pinto Beans, Cheese  ",5
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Pinto Beans, Sour Cream, Guacamole, Lettuce  ",5
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese, Sour Cream  ",3
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Cheese, Lettuce  ",3
Chicken Burrito, Tomatillo Red Chili Salsa,"  Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce  ",2
Chicken Burrito, Tomatillo Red Chili Salsa,"  Guacamole, Cheese  ",2
Chicken Burrito, Tomatillo Red Chili Salsa,"  Rice, Black Beans, Cheese, Guacamole, Lettuce  ",2
